transaction_date,category,transactions,units_sold,net_revenue,gross_profit
2024-12-06,Sports,3,8,4336.87,1917.37
2024-12-07,Apparel,1,5,2502.06,890.56
2024-12-07,Electronics,5,15,5667.06,2502.8399999999997
2024-12-07,Grocery,2,10,3213.48,1069.33
2024-12-07,Home,5,16,4050.49,1520.42
2024-12-07,Sports,1,4,1459.44,801.08
2024-12-08,Apparel,3,9,4151.69,2064.21
2024-12-08,Electronics,3,11,3225.41,884.9799999999999
2024-12-08,Grocery,1,4,2308.32,783.32
2024-12-08,Sports,1,2,18.94,9.08
2024-12-09,Apparel,1,5,696.55,329.8
2024-12-09,Electronics,2,4,1798.96,592.67
2024-12-09,Grocery,3,6,1962.33,982.76
2024-12-09,Home,2,6,2439.42,1073.6
2024-12-09,Sports,1,4,1419.64,764.68
2024-12-10,Electronics,2,5,1681.4,376.73
2024-12-10,Grocery,2,3,566.55,226.58
2024-12-10,Home,2,5,4086.0,2232.68
2024-12-10,Sports,4,14,5014.76,2213.1000000000004
2024-12-11,Apparel,1,3,304.77,72.54
2024-12-11,Electronics,6,18,5714.39,2124.04
2024-12-11,Grocery,2,6,3167.31,1559.48
2024-12-11,Home,2,6,1191.96,265.56
2024-12-11,Sports,2,7,1188.7800000000002,254.8
2024-12-12,Apparel,6,21,8543.39,3936.33
2024-12-12,Electronics,3,7,1820.8,829.19
2024-12-12,Grocery,5,21,6559.049999999999,2863.3
2024-12-12,Home,5,14,4209.93,972.2
2024-12-12,Sports,3,8,3628.1899999999996,1577.8
2024-12-13,Apparel,3,9,1423.17,571.38
2024-12-13,Electronics,3,11,1717.11,684.39
2024-12-13,Grocery,2,6,1952.73,963.94
2024-12-13,Home,2,4,2133.84,1016.8100000000001
2024-12-13,Sports,3,9,3860.91,1259.01
2024-12-14,Apparel,2,4,521.1,175.36
2024-12-14,Electronics,3,9,1344.17,460.42
2024-12-14,Grocery,2,3,1443.02,723.8199999999999
2024-12-14,Home,4,16,3096.84,508.84000000000003
2024-12-14,Sports,4,11,5654.24,2500.69
2024-12-15,Apparel,3,12,3653.16,1428.55
2024-12-15,Electronics,4,9,2869.74,1004.31
2024-12-15,Grocery,2,6,473.67,204.89999999999998
2024-12-15,Home,4,14,4590.09,1019.57
2024-12-15,Sports,2,6,2868.64,972.5799999999999
2024-12-16,Apparel,7,27,13296.52,6091.46
2024-12-16,Electronics,2,8,2254.22,809.43
2024-12-16,Grocery,5,13,5387.37,2289.4300000000003
2024-12-16,Home,3,12,3013.51,925.3
2024-12-16,Sports,2,3,1426.0500000000002,350.04
2024-12-17,Apparel,4,8,3494.29,1023.67
2024-12-17,Electronics,5,14,4592.43,2159.6099999999997
2024-12-17,Grocery,4,13,7375.67,3899.34
2024-12-17,Home,4,10,2065.39,607.4
2024-12-17,Sports,1,2,831.54,270.58
2024-12-18,Apparel,1,3,1946.55,1049.82
2024-12-18,Grocery,3,12,3341.17,1022.15
2024-12-18,Home,5,15,4477.97,1497.5700000000002
2024-12-18,Sports,3,6,2336.15,1017.1699999999998
2024-12-19,Apparel,2,4,428.26,219.02
2024-12-19,Electronics,3,9,3104.66,1489.1100000000001
2024-12-19,Grocery,1,2,643.12,171.36
2024-12-19,Home,4,14,3254.76,1248.38
2024-12-20,Apparel,2,5,2110.77,745.25
2024-12-20,Grocery,5,14,3877.81,1367.1399999999999
2024-12-20,Home,3,9,3198.3500000000004,828.09
2024-12-20,Sports,2,3,1358.58,431.04999999999995
2024-12-21,Apparel,5,11,2738.38,817.77
2024-12-21,Electronics,2,6,1457.58,544.0999999999999
2024-12-21,Grocery,1,3,704.24,384.86
2024-12-21,Home,3,3,1303.25,558.4100000000001
2024-12-21,Sports,1,5,2078.85,676.45
2024-12-22,Apparel,3,5,2073.47,531.51
2024-12-22,Electronics,3,9,3072.3100000000004,1415.2
2024-12-22,Grocery,3,9,2867.83,936.54
2024-12-22,Sports,1,5,3376.35,1709.3
2024-12-23,Apparel,3,11,3773.19,1507.8600000000001
2024-12-23,Electronics,4,16,2628.05,1049.6100000000001
2024-12-23,Grocery,2,6,2437.7799999999997,1032.2
2024-12-23,Home,2,4,2346.56,1169.96
2024-12-23,Sports,4,9,2847.75,874.53
2024-12-24,Apparel,3,6,1612.8600000000001,532.43
2024-12-24,Electronics,3,11,1657.3899999999999,285.12
2024-12-24,Grocery,4,11,5035.66,2340.36
2024-12-24,Home,1,3,2696.94,1506.03
2024-12-25,Apparel,4,17,7271.84,3020.63
2024-12-25,Electronics,4,13,3032.07,1321.72
2024-12-25,Grocery,2,7,3892.46,1283.74
2024-12-25,Home,4,13,3434.87,1189.23
2024-12-25,Sports,3,10,3198.2,1269.93
2024-12-26,Electronics,4,16,5216.11,2329.81
2024-12-26,Grocery,4,14,4872.28,1611.99
2024-12-26,Home,4,9,4888.38,2359.16
2024-12-26,Sports,2,6,2800.62,1132.71
2024-12-27,Apparel,1,4,1716.28,654.92
2024-12-27,Electronics,3,10,5592.92,1769.52
2024-12-27,Grocery,1,3,630.11,310.73
2024-12-27,Sports,3,6,2636.27,1009.0099999999999
2024-12-28,Apparel,2,10,1077.15,490.59999999999997
2024-12-28,Electronics,1,1,507.8,133.25
2024-12-28,Grocery,1,1,229.48,28.06
2024-12-28,Home,6,19,2853.79,770.6300000000001
2024-12-28,Sports,5,14,5692.74,1713.36
2024-12-29,Apparel,6,22,5873.64,2471.44
2024-12-29,Electronics,3,6,1612.12,679.34
2024-12-29,Grocery,3,10,6244.0,3375.0
2024-12-29,Home,3,8,1855.37,730.5400000000001
2024-12-29,Sports,2,3,1018.28,520.29
2024-12-30,Apparel,2,6,1847.46,803.36
2024-12-30,Electronics,1,3,830.04,451.08
2024-12-30,Grocery,5,19,11809.28,5898.4400000000005
2024-12-30,Home,6,20,4438.57,1001.99
2024-12-30,Sports,3,9,2897.34,1251.3899999999999
