ticket_id,opened_at,resolved_at,sla_due_at,opened_date,status,priority,reason,channel,store_id,store_name,region,customer_id,csat,resolve_hours,age_hours,is_open,sla_breach,sla_status
TKT001350,2024-07-22 17:45:00,,2024-07-29 17:45:00,2024-07-22,escalated,low,Wrong item,in_store,STR017,Charlotte Mall #17,Southeast,CUS00025,,,3890.5,1,True,pending_beyond_sla
TKT001351,2024-04-16 12:46:00,2024-04-19 02:09:12,2024-04-19 12:46:00,2024-04-16,resolved,medium,Refund request,in_store,STR003,Atlanta Mall #3,Midwest,CUS00102,3.0,61.39,61.39,0,False,within_sla
TKT001352,2024-03-28 14:50:00,2024-04-06 08:25:27,2024-04-04 14:50:00,2024-03-28,resolved,low,Wrong item,in_store,STR009,Phoenix Mall #9,Southwest,CUS00030,3.0,209.59,209.59,0,True,beyond_sla
TKT001353,2024-03-02 18:59:00,2024-03-17 05:01:41,2024-03-09 18:59:00,2024-03-02,resolved,low,Late delivery,chat,STR021,Las Vegas Mall #21,Northeast,CUS00350,1.0,346.04,346.04,0,True,beyond_sla
TKT001354,2024-12-18 11:46:00,2024-12-19 23:36:24,2024-12-25 11:46:00,2024-12-18,resolved,low,Late delivery,chat,STR023,Kansas City Mall #23,Midwest,CUS00250,4.0,35.84,35.84,0,False,within_sla
TKT001355,2024-09-13 11:49:00,2024-09-14 10:34:19,2024-09-14 11:49:00,2024-09-13,resolved,high,Product defect,chat,STR018,Minneapolis Mall #18,Midwest,CUS00134,3.0,22.76,22.76,0,False,within_sla
TKT001356,2024-03-21 19:56:00,2024-04-09 17:34:04,2024-03-28 19:56:00,2024-03-21,resolved,low,Online order issue,phone,STR011,Los Angeles Mall #11,Northeast,CUS00112,3.0,453.63,453.63,0,True,beyond_sla
TKT001357,2024-08-20 18:53:00,2024-08-25 14:55:35,2024-08-23 18:53:00,2024-08-20,resolved,medium,Store experience,in_store,STR003,Atlanta Mall #3,Midwest,CUS00331,3.0,116.04,116.04,0,True,beyond_sla
TKT001358,2024-02-13 19:33:00,2024-02-18 04:45:48,2024-02-16 19:33:00,2024-02-13,resolved,medium,Refund request,social,STR022,Orlando Downtown #22,Southeast,CUS00373,3.0,105.21,105.21,0,True,beyond_sla
TKT001359,2024-04-05 18:28:00,2024-04-07 13:44:15,2024-04-06 18:28:00,2024-04-05,closed_unresolved,high,Online order issue,chat,STR001,New York Downtown #1,Northeast,CUS00380,1.0,43.27,43.27,0,True,beyond_sla
TKT001360,2024-01-24 08:44:00,2024-01-24 09:37:32,2024-01-24 12:44:00,2024-01-24,resolved,critical,Wrong item,chat,STR009,Phoenix Mall #9,Southwest,CUS00317,5.0,0.89,0.89,0,False,within_sla
TKT001361,2024-05-19 10:58:00,2024-05-21 02:31:54,2024-05-22 10:58:00,2024-05-19,resolved,medium,Wrong item,social,STR020,San Diego Mall #20,West,CUS00468,4.0,39.57,39.56,0,False,within_sla
TKT001362,2024-10-12 16:57:00,2024-10-15 07:11:38,2024-10-15 16:57:00,2024-10-12,resolved,medium,Wrong item,chat,STR011,Los Angeles Mall #11,Northeast,CUS00183,4.0,62.24,62.24,0,False,within_sla
TKT001363,2024-06-11 13:38:00,2024-06-12 03:17:05,2024-06-18 13:38:00,2024-06-11,resolved,low,Store experience,in_store,STR021,Las Vegas Mall #21,Northeast,CUS00167,5.0,13.65,13.65,0,False,within_sla
TKT001364,2024-12-13 12:24:00,2024-12-13 13:47:52,2024-12-14 12:24:00,2024-12-13,resolved,high,Late delivery,phone,STR010,Denver Downtown #10,West,CUS00376,3.0,1.4,1.4,0,False,within_sla
TKT001365,2024-04-13 18:32:00,2024-04-19 17:16:20,2024-04-20 18:32:00,2024-04-13,resolved,low,Late delivery,in_store,STR015,Austin Mall #15,West,CUS00169,4.0,142.74,142.74,0,False,within_sla
TKT001366,2024-03-02 08:18:00,2024-03-03 22:01:51,2024-03-05 08:18:00,2024-03-02,resolved,medium,Online order issue,phone,STR022,Orlando Downtown #22,Southeast,CUS00212,3.0,37.73,37.73,0,False,within_sla
TKT001367,2024-07-31 13:50:00,,2024-08-01 13:50:00,2024-07-31,pending,high,Store experience,in_store,STR014,San Francisco Mall #14,Southwest,CUS00459,,,3678.42,1,True,pending_beyond_sla
TKT001368,2024-11-28 07:26:00,2024-12-07 02:31:51,2024-12-05 07:26:00,2024-11-28,resolved,low,Store experience,email,STR009,Phoenix Mall #9,Southwest,CUS00231,4.0,211.1,211.1,0,True,beyond_sla
TKT001369,2024-03-19 07:09:00,2024-03-20 03:49:26,2024-03-20 07:09:00,2024-03-19,resolved,high,Wrong item,chat,STR014,San Francisco Mall #14,Southwest,CUS00247,5.0,20.67,20.67,0,False,within_sla
TKT001370,2024-11-26 13:36:00,,2024-11-26 17:36:00,2024-11-26,pending,critical,Refund request,email,STR003,Atlanta Mall #3,Midwest,CUS00340,,,846.65,1,True,pending_beyond_sla
TKT001371,2024-06-06 12:05:00,2024-06-07 18:43:51,2024-06-09 12:05:00,2024-06-06,resolved,medium,Late delivery,in_store,STR009,Phoenix Mall #9,Southwest,CUS00341,5.0,30.65,30.65,0,False,within_sla
TKT001372,2024-06-14 09:15:00,2024-06-29 05:57:39,2024-06-21 09:15:00,2024-06-14,resolved,low,Refund request,email,STR015,Austin Mall #15,West,CUS00242,1.0,356.71,356.71,0,True,beyond_sla
TKT001373,2024-10-31 13:28:00,2024-11-06 07:12:05,2024-11-07 13:28:00,2024-10-31,resolved,low,Product defect,social,STR006,Detroit Mall #6,Northeast,CUS00380,5.0,137.73,137.73,0,False,within_sla
TKT001374,2024-03-19 08:06:00,2024-03-21 02:06:25,2024-03-22 08:06:00,2024-03-19,resolved,medium,Product defect,social,STR022,Orlando Downtown #22,Southeast,CUS00493,4.0,42.01,42.01,0,False,within_sla
TKT001375,2024-10-01 14:11:00,2024-10-12 02:07:41,2024-10-08 14:11:00,2024-10-01,resolved,low,Store experience,phone,STR008,Houston Mall #8,Midwest,CUS00259,3.0,251.94,251.94,0,True,beyond_sla
TKT001376,2024-07-14 11:13:00,2024-07-18 03:16:40,2024-07-21 11:13:00,2024-07-14,resolved,low,Refund request,in_store,STR010,Denver Downtown #10,West,CUS00467,4.0,88.06,88.06,0,False,within_sla
TKT001377,2024-08-08 13:35:00,2024-08-08 16:09:46,2024-08-11 13:35:00,2024-08-08,resolved,medium,Product defect,chat,STR012,Seattle Mall #12,Southeast,CUS00461,3.0,2.58,2.58,0,False,within_sla
TKT001378,2024-10-04 17:07:00,2024-10-06 16:42:20,2024-10-07 17:07:00,2024-10-04,resolved,medium,Pricing dispute,chat,STR023,Kansas City Mall #23,Midwest,CUS00383,4.0,47.59,47.59,0,False,within_sla
TKT001379,2024-03-29 20:44:00,2024-04-04 04:34:39,2024-04-01 20:44:00,2024-03-29,resolved,medium,Staff conduct,in_store,STR015,Austin Mall #15,West,CUS00426,1.0,127.84,127.84,0,True,beyond_sla
TKT001380,2024-06-11 14:07:00,2024-06-13 01:37:13,2024-06-14 14:07:00,2024-06-11,resolved,medium,Online order issue,email,STR005,Chicago Mall #5,West,CUS00171,5.0,35.5,35.5,0,False,within_sla
TKT001381,2024-03-18 09:48:00,2024-03-23 12:31:37,2024-03-25 09:48:00,2024-03-18,resolved,low,Product defect,social,STR010,Denver Downtown #10,West,CUS00349,5.0,122.73,122.73,0,False,within_sla
TKT001382,2024-09-25 16:31:00,2024-09-27 22:30:04,2024-10-02 16:31:00,2024-09-25,resolved,low,Staff conduct,phone,STR015,Austin Mall #15,West,CUS00042,4.0,53.98,53.98,0,False,within_sla
TKT001383,2024-01-13 18:17:00,2024-01-16 01:08:45,2024-01-16 18:17:00,2024-01-13,resolved,medium,Pricing dispute,phone,STR006,Detroit Mall #6,Northeast,CUS00286,4.0,54.86,54.86,0,False,within_sla
TKT001384,2024-01-29 15:04:00,,2024-02-01 15:04:00,2024-01-29,pending,medium,Refund request,chat,STR021,Las Vegas Mall #21,Northeast,CUS00350,,,8093.18,1,True,pending_beyond_sla
TKT001385,2024-08-15 19:49:00,2024-08-16 12:45:24,2024-08-16 19:49:00,2024-08-15,resolved,high,Online order issue,phone,STR006,Detroit Mall #6,Northeast,CUS00454,4.0,16.94,16.94,0,False,within_sla
TKT001386,2024-12-16 18:56:00,2024-12-20 02:38:10,2024-12-23 18:56:00,2024-12-16,resolved,low,Product defect,email,STR001,New York Downtown #1,Northeast,CUS00306,5.0,79.7,79.7,0,False,within_sla
TKT001387,2024-05-09 18:05:00,2024-05-11 04:50:10,2024-05-12 18:05:00,2024-05-09,resolved,medium,Product defect,in_store,STR009,Phoenix Mall #9,Southwest,CUS00250,3.0,34.75,34.75,0,False,within_sla
TKT001388,2024-04-23 07:48:00,2024-04-25 09:31:03,2024-04-26 07:48:00,2024-04-23,resolved,medium,Refund request,social,STR011,Los Angeles Mall #11,Northeast,CUS00374,4.0,49.72,49.72,0,False,within_sla
TKT001389,2024-06-22 17:58:00,,2024-06-29 17:58:00,2024-06-22,pending,low,Pricing dispute,phone,STR016,Nashville Downtown #16,Northeast,CUS00441,,,4610.28,1,True,pending_beyond_sla
TKT001390,2024-01-12 16:46:00,2024-01-14 21:51:48,2024-01-15 16:46:00,2024-01-12,resolved,medium,Late delivery,chat,STR005,Chicago Mall #5,West,CUS00410,3.0,53.1,53.1,0,False,within_sla
TKT001391,2024-10-14 16:23:00,2024-10-16 08:08:34,2024-10-21 16:23:00,2024-10-14,resolved,low,Staff conduct,email,STR003,Atlanta Mall #3,Midwest,CUS00408,5.0,39.76,39.76,0,False,within_sla
TKT001392,2024-08-02 08:43:00,2024-08-02 11:51:23,2024-08-03 08:43:00,2024-08-02,resolved,high,Wrong item,in_store,STR011,Los Angeles Mall #11,Northeast,CUS00014,4.0,3.14,3.14,0,False,within_sla
TKT001393,2024-05-26 18:14:00,2024-05-28 09:44:56,2024-05-29 18:14:00,2024-05-26,resolved,medium,Product defect,phone,STR020,San Diego Mall #20,West,CUS00080,5.0,39.52,39.52,0,False,within_sla
TKT001394,2024-11-15 15:20:00,2024-11-22 06:00:20,2024-11-22 15:20:00,2024-11-15,resolved,low,Online order issue,phone,STR014,San Francisco Mall #14,Southwest,CUS00476,5.0,158.67,158.67,0,False,within_sla
TKT001395,2024-06-16 15:56:00,,2024-06-17 15:56:00,2024-06-16,escalated,high,Late delivery,email,STR019,Philadelphia Downtown #19,Southwest,CUS00337,,,4756.32,1,True,pending_beyond_sla
TKT001396,2024-05-26 18:37:00,2024-05-28 23:17:59,2024-05-27 18:37:00,2024-05-26,resolved,high,Store experience,chat,STR008,Houston Mall #8,Midwest,CUS00168,3.0,52.68,52.68,0,True,beyond_sla
TKT001397,2024-09-22 12:47:00,,2024-09-25 12:47:00,2024-09-22,escalated,medium,Product defect,social,STR016,Nashville Downtown #16,Northeast,CUS00122,,,2407.47,1,True,pending_beyond_sla
TKT001398,2024-03-14 15:14:00,2024-03-15 00:14:51,2024-03-15 15:14:00,2024-03-14,resolved,high,Product defect,social,STR015,Austin Mall #15,West,CUS00455,4.0,9.01,9.01,0,False,within_sla
TKT001399,2024-03-16 07:28:00,2024-03-16 13:21:53,2024-03-17 07:28:00,2024-03-16,resolved,high,Pricing dispute,social,STR002,Boston Mall #2,Southeast,CUS00251,4.0,5.9,5.9,0,False,within_sla
TKT001400,2024-09-12 15:49:00,2024-09-17 16:21:48,2024-09-15 15:49:00,2024-09-12,resolved,medium,Staff conduct,social,STR021,Las Vegas Mall #21,Northeast,CUS00121,1.0,120.55,120.55,0,True,beyond_sla
TKT001401,2024-07-04 10:42:00,2024-07-08 10:40:32,2024-07-07 10:42:00,2024-07-04,resolved,medium,Store experience,in_store,STR015,Austin Mall #15,West,CUS00290,3.0,95.98,95.98,0,True,beyond_sla
TKT001402,2024-08-27 11:38:00,2024-08-30 04:18:02,2024-08-28 11:38:00,2024-08-27,resolved,high,Refund request,email,STR006,Detroit Mall #6,Northeast,CUS00326,3.0,64.67,64.67,0,True,beyond_sla
TKT001403,2024-05-31 07:17:00,2024-05-31 19:26:21,2024-06-01 07:17:00,2024-05-31,resolved,high,Wrong item,social,STR009,Phoenix Mall #9,Southwest,CUS00229,4.0,12.16,12.16,0,False,within_sla
TKT001404,2024-02-11 19:36:00,2024-02-14 01:57:27,2024-02-14 19:36:00,2024-02-11,resolved,medium,Wrong item,chat,STR012,Seattle Mall #12,Southeast,CUS00133,5.0,54.36,54.36,0,False,within_sla
TKT001405,2024-07-11 16:58:00,2024-07-17 05:27:34,2024-07-18 16:58:00,2024-07-11,resolved,low,Product defect,in_store,STR009,Phoenix Mall #9,Southwest,CUS00040,5.0,132.49,132.49,0,False,within_sla
TKT001406,2024-02-02 18:20:00,2024-02-09 07:08:30,2024-02-09 18:20:00,2024-02-02,resolved,low,Product defect,chat,STR013,Portland Downtown #13,Midwest,CUS00300,4.0,156.81,156.81,0,False,within_sla
TKT001407,2024-07-12 12:55:00,2024-07-13 22:15:21,2024-07-15 12:55:00,2024-07-12,resolved,medium,Wrong item,social,STR005,Chicago Mall #5,West,CUS00325,5.0,33.34,33.34,0,False,within_sla
TKT001408,2024-04-05 16:26:00,2024-04-07 14:22:58,2024-04-06 16:26:00,2024-04-05,closed_unresolved,high,Product defect,phone,STR014,San Francisco Mall #14,Southwest,CUS00042,2.0,45.95,45.95,0,True,beyond_sla
TKT001409,2024-04-03 20:19:00,2024-04-05 20:26:29,2024-04-06 20:19:00,2024-04-03,resolved,medium,Staff conduct,email,STR022,Orlando Downtown #22,Southeast,CUS00500,4.0,48.12,48.12,0,False,within_sla
TKT001410,2024-06-09 10:27:00,2024-06-09 11:52:08,2024-06-09 14:27:00,2024-06-09,resolved,critical,Product defect,email,STR009,Phoenix Mall #9,Southwest,CUS00266,4.0,1.42,1.42,0,False,within_sla
TKT001411,2024-05-26 13:13:00,2024-05-26 16:02:39,2024-05-26 17:13:00,2024-05-26,resolved,critical,Online order issue,in_store,STR003,Atlanta Mall #3,Midwest,CUS00158,4.0,2.83,2.83,0,False,within_sla
TKT001412,2024-06-20 11:08:00,2024-06-22 06:10:41,2024-06-23 11:08:00,2024-06-20,resolved,medium,Store experience,email,STR012,Seattle Mall #12,Southeast,CUS00445,5.0,43.04,43.04,0,False,within_sla
TKT001413,2024-09-14 08:10:00,2024-09-15 06:10:11,2024-09-15 08:10:00,2024-09-14,resolved,high,Product defect,phone,STR003,Atlanta Mall #3,Midwest,CUS00418,5.0,22.0,22.0,0,False,within_sla
TKT001414,2024-12-04 09:50:00,2024-12-06 04:08:41,2024-12-07 09:50:00,2024-12-04,resolved,medium,Pricing dispute,email,STR008,Houston Mall #8,Midwest,CUS00318,4.0,42.31,42.31,0,False,within_sla
TKT001415,2024-06-12 07:00:00,2024-06-15 15:03:34,2024-06-19 07:00:00,2024-06-12,resolved,low,Refund request,phone,STR003,Atlanta Mall #3,Midwest,CUS00397,4.0,80.06,80.06,0,False,within_sla
TKT001416,2024-10-17 19:42:00,,2024-10-20 19:42:00,2024-10-17,pending,medium,Staff conduct,social,STR012,Seattle Mall #12,Southeast,CUS00250,,,1800.55,1,True,pending_beyond_sla
TKT001417,2024-11-17 17:47:00,2024-11-25 14:02:55,2024-11-20 17:47:00,2024-11-17,resolved,medium,Refund request,email,STR003,Atlanta Mall #3,Midwest,CUS00202,3.0,188.27,188.27,0,True,beyond_sla
TKT001418,2024-07-17 14:42:00,2024-07-22 01:26:28,2024-07-20 14:42:00,2024-07-17,closed_unresolved,medium,Staff conduct,email,STR013,Portland Downtown #13,Midwest,CUS00129,3.0,106.74,106.74,0,True,beyond_sla
TKT001419,2024-05-26 09:08:00,2024-05-29 21:04:56,2024-06-02 09:08:00,2024-05-26,resolved,low,Store experience,phone,STR011,Los Angeles Mall #11,Northeast,CUS00166,5.0,83.95,83.95,0,False,within_sla
TKT001420,2024-11-14 10:05:00,2024-11-15 08:15:02,2024-11-17 10:05:00,2024-11-14,resolved,medium,Wrong item,in_store,STR002,Boston Mall #2,Southeast,CUS00127,5.0,22.17,22.17,0,False,within_sla
TKT001421,2024-05-30 13:56:00,2024-05-30 17:03:37,2024-05-30 17:56:00,2024-05-30,resolved,critical,Online order issue,chat,STR003,Atlanta Mall #3,Midwest,CUS00405,5.0,3.13,3.13,0,False,within_sla
TKT001422,2024-12-25 17:30:00,2025-01-05 07:02:15,2025-01-01 17:30:00,2024-12-25,resolved,low,Staff conduct,in_store,STR014,San Francisco Mall #14,Southwest,CUS00130,3.0,253.54,253.54,0,True,beyond_sla
TKT001423,2024-02-24 20:20:00,2024-02-25 08:00:47,2024-02-25 20:20:00,2024-02-24,resolved,high,Online order issue,in_store,STR004,Miami Downtown #4,Southwest,CUS00341,3.0,11.68,11.68,0,False,within_sla
TKT001424,2024-07-18 20:46:00,2024-07-19 00:44:04,2024-07-21 20:46:00,2024-07-18,resolved,medium,Online order issue,phone,STR021,Las Vegas Mall #21,Northeast,CUS00383,4.0,3.97,3.97,0,False,within_sla
TKT001425,2024-03-14 12:51:00,2024-03-15 16:06:48,2024-03-21 12:51:00,2024-03-14,resolved,low,Wrong item,chat,STR023,Kansas City Mall #23,Midwest,CUS00451,5.0,27.26,27.26,0,False,within_sla
TKT001426,2024-11-21 08:44:00,,2024-11-28 08:44:00,2024-11-21,escalated,low,Refund request,chat,STR005,Chicago Mall #5,West,CUS00281,,,971.52,1,True,pending_beyond_sla
TKT001427,2024-12-01 12:18:00,2024-12-04 10:38:11,2024-12-08 12:18:00,2024-12-01,resolved,low,Online order issue,social,STR005,Chicago Mall #5,West,CUS00343,3.0,70.34,70.34,0,False,within_sla
TKT001428,2024-08-14 16:09:00,2024-08-14 22:21:41,2024-08-15 16:09:00,2024-08-14,resolved,high,Online order issue,phone,STR022,Orlando Downtown #22,Southeast,CUS00074,4.0,6.21,6.21,0,False,within_sla
TKT001429,2024-05-23 15:06:00,2024-05-23 20:55:51,2024-05-26 15:06:00,2024-05-23,resolved,medium,Online order issue,chat,STR005,Chicago Mall #5,West,CUS00359,4.0,5.83,5.83,0,False,within_sla
TKT001430,2024-12-02 07:41:00,2024-12-03 03:48:15,2024-12-03 07:41:00,2024-12-02,resolved,high,Refund request,social,STR015,Austin Mall #15,West,CUS00318,5.0,20.12,20.12,0,False,within_sla
TKT001431,2024-10-14 11:23:00,,2024-10-21 11:23:00,2024-10-14,pending,low,Refund request,chat,STR003,Atlanta Mall #3,Midwest,CUS00418,,,1880.87,1,True,pending_beyond_sla
TKT001432,2024-08-26 18:00:00,,2024-09-02 18:00:00,2024-08-26,pending,low,Online order issue,chat,STR020,San Diego Mall #20,West,CUS00402,,,3050.25,1,True,pending_beyond_sla
TKT001433,2024-03-10 07:53:00,2024-03-12 04:45:26,2024-03-11 07:53:00,2024-03-10,resolved,high,Wrong item,social,STR019,Philadelphia Downtown #19,Southwest,CUS00248,4.0,44.87,44.87,0,True,beyond_sla
TKT001434,2024-04-10 12:34:00,2024-04-10 18:46:05,2024-04-13 12:34:00,2024-04-10,resolved,medium,Wrong item,in_store,STR018,Minneapolis Mall #18,Midwest,CUS00002,4.0,6.2,6.2,0,False,within_sla
TKT001435,2024-04-17 14:37:00,,2024-04-20 14:37:00,2024-04-17,pending,medium,Online order issue,chat,STR009,Phoenix Mall #9,Southwest,CUS00236,,,6197.63,1,True,pending_beyond_sla
TKT001436,2024-04-08 15:00:00,2024-04-09 05:22:18,2024-04-09 15:00:00,2024-04-08,resolved,high,Product defect,email,STR017,Charlotte Mall #17,Southeast,CUS00178,4.0,14.37,14.37,0,False,within_sla
TKT001437,2024-12-11 18:22:00,2024-12-12 15:15:30,2024-12-12 18:22:00,2024-12-11,resolved,high,Pricing dispute,chat,STR014,San Francisco Mall #14,Southwest,CUS00287,5.0,20.89,20.89,0,False,within_sla
TKT001438,2024-07-02 11:28:00,,2024-07-09 11:28:00,2024-07-02,pending,low,Wrong item,phone,STR015,Austin Mall #15,West,CUS00102,,,4376.78,1,True,pending_beyond_sla
TKT001439,2024-04-04 08:46:00,2024-04-04 16:46:41,2024-04-04 12:46:00,2024-04-04,resolved,critical,Store experience,email,STR001,New York Downtown #1,Northeast,CUS00066,1.0,8.01,8.01,0,True,beyond_sla
TKT001440,2024-05-12 14:12:00,2024-05-13 01:52:38,2024-05-13 14:12:00,2024-05-12,resolved,high,Online order issue,in_store,STR004,Miami Downtown #4,Southwest,CUS00222,5.0,11.68,11.68,0,False,within_sla
TKT001441,2024-02-02 11:34:00,2024-02-02 18:37:04,2024-02-02 15:34:00,2024-02-02,resolved,critical,Product defect,in_store,STR023,Kansas City Mall #23,Midwest,CUS00211,2.0,7.05,7.05,0,True,beyond_sla
TKT001442,2024-10-28 16:22:00,2024-10-30 10:18:38,2024-10-31 16:22:00,2024-10-28,resolved,medium,Product defect,in_store,STR014,San Francisco Mall #14,Southwest,CUS00127,5.0,41.94,41.94,0,False,within_sla
TKT001443,2024-11-14 07:21:00,2024-11-16 02:01:18,2024-11-17 07:21:00,2024-11-14,resolved,medium,Pricing dispute,social,STR001,New York Downtown #1,Northeast,CUS00141,4.0,42.67,42.67,0,False,within_sla
TKT001444,2024-05-12 13:42:00,2024-05-19 00:34:10,2024-05-19 13:42:00,2024-05-12,resolved,low,Store experience,email,STR009,Phoenix Mall #9,Southwest,CUS00206,4.0,154.87,154.87,0,False,within_sla
TKT001445,2024-11-30 08:42:00,2024-12-05 09:32:49,2024-12-07 08:42:00,2024-11-30,resolved,low,Wrong item,chat,STR016,Nashville Downtown #16,Northeast,CUS00095,4.0,120.85,120.85,0,False,within_sla
TKT001446,2024-09-25 13:39:00,2024-09-27 20:57:26,2024-09-28 13:39:00,2024-09-25,resolved,medium,Late delivery,in_store,STR006,Detroit Mall #6,Northeast,CUS00369,4.0,55.31,55.31,0,False,within_sla
TKT001447,2024-04-25 14:22:00,2024-04-25 17:21:19,2024-04-25 18:22:00,2024-04-25,resolved,critical,Online order issue,phone,STR021,Las Vegas Mall #21,Northeast,CUS00059,4.0,2.99,2.99,0,False,within_sla
TKT001448,2024-10-11 16:46:00,2024-10-22 23:26:11,2024-10-18 16:46:00,2024-10-11,resolved,low,Product defect,in_store,STR004,Miami Downtown #4,Southwest,CUS00117,4.0,270.67,270.67,0,True,beyond_sla
TKT001449,2024-03-08 14:36:00,2024-03-10 20:35:17,2024-03-09 14:36:00,2024-03-08,resolved,high,Late delivery,chat,STR019,Philadelphia Downtown #19,Southwest,CUS00183,1.0,53.99,53.99,0,True,beyond_sla
TKT001450,2024-06-13 13:01:00,2024-06-15 02:36:42,2024-06-16 13:01:00,2024-06-13,resolved,medium,Late delivery,social,STR010,Denver Downtown #10,West,CUS00394,4.0,37.6,37.6,0,False,within_sla
TKT001451,2024-02-24 18:55:00,2024-02-26 08:32:10,2024-03-02 18:55:00,2024-02-24,resolved,low,Refund request,chat,STR016,Nashville Downtown #16,Northeast,CUS00404,3.0,37.62,37.62,0,False,within_sla
TKT001452,2024-06-03 18:09:00,2024-06-07 08:13:23,2024-06-10 18:09:00,2024-06-03,resolved,low,Product defect,in_store,STR007,Dallas Downtown #7,Southeast,CUS00394,5.0,86.07,86.07,0,False,within_sla
TKT001453,2024-02-22 11:21:00,2024-02-24 08:54:29,2024-02-25 11:21:00,2024-02-22,resolved,medium,Refund request,phone,STR018,Minneapolis Mall #18,Midwest,CUS00489,5.0,45.56,45.56,0,False,within_sla
TKT001454,2024-05-11 19:50:00,,2024-05-14 19:50:00,2024-05-11,escalated,medium,Online order issue,in_store,STR021,Las Vegas Mall #21,Northeast,CUS00495,,,5616.42,1,True,pending_beyond_sla
TKT001455,2024-03-20 14:10:00,2024-03-31 01:24:35,2024-03-27 14:10:00,2024-03-20,resolved,low,Pricing dispute,email,STR013,Portland Downtown #13,Midwest,CUS00071,4.0,251.24,251.24,0,True,beyond_sla
TKT001456,2024-12-20 09:20:00,2024-12-25 00:16:04,2024-12-27 09:20:00,2024-12-20,resolved,low,Staff conduct,social,STR011,Los Angeles Mall #11,Northeast,CUS00110,3.0,110.93,110.93,0,False,within_sla
TKT001457,2024-07-27 18:43:00,2024-08-03 09:44:58,2024-08-03 18:43:00,2024-07-27,resolved,low,Product defect,social,STR023,Kansas City Mall #23,Midwest,CUS00485,4.0,159.03,159.03,0,False,within_sla
TKT001458,2024-11-24 07:43:00,2024-11-26 06:46:39,2024-11-27 07:43:00,2024-11-24,resolved,medium,Pricing dispute,email,STR015,Austin Mall #15,West,CUS00418,4.0,47.06,47.06,0,False,within_sla
TKT001459,2024-05-04 13:18:00,,2024-05-11 13:18:00,2024-05-04,escalated,low,Store experience,phone,STR014,San Francisco Mall #14,Southwest,CUS00126,,,5790.95,1,True,pending_beyond_sla
TKT001460,2024-05-28 12:37:00,,2024-05-29 12:37:00,2024-05-28,pending,high,Wrong item,in_store,STR023,Kansas City Mall #23,Midwest,CUS00404,,,5215.63,1,True,pending_beyond_sla
TKT001461,2024-09-12 08:15:00,2024-09-15 02:11:50,2024-09-15 08:15:00,2024-09-12,resolved,medium,Late delivery,email,STR023,Kansas City Mall #23,Midwest,CUS00077,5.0,65.95,65.95,0,False,within_sla
TKT001462,2024-10-19 11:13:00,2024-10-26 14:30:44,2024-10-22 11:13:00,2024-10-19,closed_unresolved,medium,Online order issue,email,STR009,Phoenix Mall #9,Southwest,CUS00403,1.0,171.3,171.3,0,True,beyond_sla
TKT001463,2024-04-03 12:31:00,,2024-04-10 12:31:00,2024-04-03,pending,low,Store experience,in_store,STR003,Atlanta Mall #3,Midwest,CUS00137,,,6535.73,1,True,pending_beyond_sla
TKT001464,2024-02-11 14:25:00,2024-02-16 00:22:54,2024-02-14 14:25:00,2024-02-11,resolved,medium,Wrong item,in_store,STR019,Philadelphia Downtown #19,Southwest,CUS00237,4.0,105.97,105.96,0,True,beyond_sla
TKT001465,2024-10-05 20:43:00,2024-10-06 14:44:27,2024-10-06 20:43:00,2024-10-05,resolved,high,Refund request,social,STR012,Seattle Mall #12,Southeast,CUS00068,5.0,18.02,18.02,0,False,within_sla
TKT001466,2024-08-01 11:47:00,2024-08-07 22:07:09,2024-08-08 11:47:00,2024-08-01,resolved,low,Product defect,in_store,STR004,Miami Downtown #4,Southwest,CUS00489,4.0,154.34,154.34,0,False,within_sla
TKT001467,2024-08-24 15:01:00,2024-08-29 11:39:22,2024-08-27 15:01:00,2024-08-24,resolved,medium,Product defect,email,STR001,New York Downtown #1,Northeast,CUS00100,2.0,116.64,116.64,0,True,beyond_sla
TKT001468,2024-10-03 18:16:00,2024-10-04 20:31:15,2024-10-06 18:16:00,2024-10-03,resolved,medium,Refund request,phone,STR007,Dallas Downtown #7,Southeast,CUS00342,5.0,26.25,26.25,0,False,within_sla
TKT001469,2024-03-06 10:55:00,2024-03-07 23:56:56,2024-03-09 10:55:00,2024-03-06,resolved,medium,Product defect,phone,STR020,San Diego Mall #20,West,CUS00104,4.0,37.03,37.03,0,False,within_sla
TKT001470,2024-08-01 09:48:00,2024-08-04 15:04:24,2024-08-08 09:48:00,2024-08-01,resolved,low,Pricing dispute,in_store,STR023,Kansas City Mall #23,Midwest,CUS00474,5.0,77.27,77.27,0,False,within_sla
TKT001471,2024-08-10 17:11:00,2024-08-14 17:22:47,2024-08-13 17:11:00,2024-08-10,resolved,medium,Pricing dispute,email,STR021,Las Vegas Mall #21,Northeast,CUS00158,4.0,96.2,96.2,0,True,beyond_sla
TKT001472,2024-07-04 10:44:00,2024-07-04 20:01:50,2024-07-05 10:44:00,2024-07-04,resolved,high,Product defect,chat,STR011,Los Angeles Mall #11,Northeast,CUS00373,4.0,9.3,9.3,0,False,within_sla
TKT001473,2024-06-19 18:46:00,2024-06-19 20:34:33,2024-06-19 22:46:00,2024-06-19,resolved,critical,Pricing dispute,in_store,STR022,Orlando Downtown #22,Southeast,CUS00348,3.0,1.81,1.81,0,False,within_sla
