ticket_id,opened_at,resolved_at,sla_due_at,status,priority,reason,channel,store_id,customer_id,csat,resolve_hours,within_sla,region
TKT001458,2024-11-24 07:43:00,2024-11-26 06:46:39,2024-11-27 07:43:00,resolved,medium,Pricing dispute,email,STR015,CUS00418,4.0,47.06,True,West
TKT001459,2024-05-04 13:18:00,,2024-05-11 13:18:00,escalated,low,Store experience,phone,STR014,CUS00126,,,,Southwest
TKT001460,2024-05-28 12:37:00,,2024-05-29 12:37:00,pending,high,Wrong item,in_store,STR023,CUS00404,,,,Midwest
TKT001461,2024-09-12 08:15:00,2024-09-15 02:11:50,2024-09-15 08:15:00,resolved,medium,Late delivery,email,STR023,CUS00077,5.0,65.95,True,Midwest
TKT001462,2024-10-19 11:13:00,2024-10-26 14:30:44,2024-10-22 11:13:00,closed_unresolved,medium,Online order issue,email,STR009,CUS00403,1.0,171.3,False,Southwest
TKT001463,2024-04-03 12:31:00,,2024-04-10 12:31:00,pending,low,Store experience,in_store,STR003,CUS00137,,,,Midwest
TKT001464,2024-02-11 14:25:00,2024-02-16 00:22:54,2024-02-14 14:25:00,resolved,medium,Wrong item,in_store,STR019,CUS00237,4.0,105.97,False,Southwest
TKT001465,2024-10-05 20:43:00,2024-10-06 14:44:27,2024-10-06 20:43:00,resolved,high,Refund request,social,STR012,CUS00068,5.0,18.02,True,Southeast
TKT001466,2024-08-01 11:47:00,2024-08-07 22:07:09,2024-08-08 11:47:00,resolved,low,Product defect,in_store,STR004,CUS00489,4.0,154.34,True,Southwest
TKT001467,2024-08-24 15:01:00,2024-08-29 11:39:22,2024-08-27 15:01:00,resolved,medium,Product defect,email,STR001,CUS00100,2.0,116.64,False,Northeast
TKT001468,2024-10-03 18:16:00,2024-10-04 20:31:15,2024-10-06 18:16:00,resolved,medium,Refund request,phone,STR007,CUS00342,5.0,26.25,True,Southeast
TKT001469,2024-03-06 10:55:00,2024-03-07 23:56:56,2024-03-09 10:55:00,resolved,medium,Product defect,phone,STR020,CUS00104,4.0,37.03,True,West
TKT001470,2024-08-01 09:48:00,2024-08-04 15:04:24,2024-08-08 09:48:00,resolved,low,Pricing dispute,in_store,STR023,CUS00474,5.0,77.27,True,Midwest
TKT001471,2024-08-10 17:11:00,2024-08-14 17:22:47,2024-08-13 17:11:00,resolved,medium,Pricing dispute,email,STR021,CUS00158,4.0,96.2,False,Northeast
TKT001472,2024-07-04 10:44:00,2024-07-04 20:01:50,2024-07-05 10:44:00,resolved,high,Product defect,chat,STR011,CUS00373,4.0,9.3,True,Northeast
TKT001473,2024-06-19 18:46:00,2024-06-19 20:34:33,2024-06-19 22:46:00,resolved,critical,Pricing dispute,in_store,STR022,CUS00348,3.0,1.81,True,Southeast
TKT001474,2024-12-20 12:02:00,2024-12-22 21:07:33,2024-12-23 12:02:00,resolved,medium,Refund request,phone,STR022,CUS00481,4.0,57.09,True,Southeast
TKT001475,2024-02-19 10:27:00,2024-02-19 21:36:18,2024-02-20 10:27:00,resolved,high,Refund request,phone,STR009,CUS00041,4.0,11.16,True,Southwest
TKT001476,2024-11-06 18:16:00,,2024-11-06 22:16:00,pending,critical,Online order issue,email,STR014,CUS00474,,,,Southwest
TKT001477,2024-10-05 07:59:00,2024-10-06 14:44:51,2024-10-06 07:59:00,closed_unresolved,high,Pricing dispute,email,STR015,CUS00269,2.0,30.76,False,West
TKT001478,2024-07-10 20:20:00,,2024-07-13 20:20:00,escalated,medium,Store experience,phone,STR015,CUS00195,,,,West
TKT001479,2024-03-07 13:35:00,2024-03-08 10:17:43,2024-03-08 13:35:00,resolved,high,Online order issue,chat,STR021,CUS00396,4.0,20.71,True,Northeast
TKT001480,2024-11-25 14:05:00,2024-11-28 04:34:51,2024-12-02 14:05:00,resolved,low,Online order issue,in_store,STR023,CUS00496,5.0,62.5,True,Midwest
TKT001481,2024-09-12 08:05:00,2024-09-12 08:44:35,2024-09-13 08:05:00,resolved,high,Online order issue,phone,STR016,CUS00357,3.0,0.66,True,Northeast
TKT001482,2024-09-15 19:37:00,2024-09-17 04:17:12,2024-09-22 19:37:00,resolved,low,Refund request,email,STR020,CUS00392,5.0,32.67,True,West
TKT001483,2024-12-08 11:29:00,,2024-12-09 11:29:00,escalated,high,Wrong item,email,STR003,CUS00102,,,,Midwest
TKT001484,2024-09-12 15:35:00,2024-09-12 21:08:10,2024-09-13 15:35:00,resolved,high,Late delivery,chat,STR018,CUS00271,5.0,5.55,True,Midwest
TKT001485,2024-09-05 12:03:00,2024-09-06 10:39:03,2024-09-06 12:03:00,resolved,high,Late delivery,phone,STR021,CUS00197,3.0,22.6,True,Northeast
TKT001486,2024-04-02 16:20:00,2024-04-08 00:16:11,2024-04-09 16:20:00,resolved,low,Store experience,chat,STR017,CUS00324,4.0,127.94,True,Southeast
TKT001487,2024-10-24 13:08:00,,2024-10-27 13:08:00,escalated,medium,Wrong item,chat,STR023,CUS00367,,,,Midwest
TKT001488,2024-02-21 18:16:00,2024-02-22 05:25:55,2024-02-22 18:16:00,resolved,high,Product defect,social,STR002,CUS00127,5.0,11.17,True,Southeast
TKT001489,2024-06-29 15:09:00,2024-07-01 19:41:14,2024-07-06 15:09:00,resolved,low,Store experience,in_store,STR008,CUS00225,5.0,52.54,True,Midwest
TKT001490,2024-08-05 15:12:00,2024-08-07 11:01:03,2024-08-08 15:12:00,resolved,medium,Wrong item,in_store,STR016,CUS00446,4.0,43.82,True,Northeast
TKT001491,2024-05-22 08:00:00,,2024-05-23 08:00:00,pending,high,Product defect,social,STR014,CUS00337,,,,Southwest
TKT001492,2024-11-18 20:42:00,2024-11-20 20:43:31,2024-11-21 20:42:00,resolved,medium,Online order issue,phone,STR012,CUS00267,4.0,48.03,True,Southeast
TKT001493,2024-12-18 17:08:00,2024-12-22 05:36:36,2024-12-25 17:08:00,resolved,low,Store experience,phone,STR004,CUS00099,5.0,84.48,True,Southwest
TKT001494,2024-04-20 18:19:00,,2024-04-21 18:19:00,escalated,high,Wrong item,chat,STR022,CUS00480,,,,Southeast
TKT001495,2024-11-23 18:21:00,2024-12-01 18:22:58,2024-11-26 18:21:00,resolved,medium,Store experience,in_store,STR016,CUS00139,3.0,192.03,False,Northeast
TKT001496,2024-10-22 09:43:00,2024-10-23 18:00:16,2024-10-29 09:43:00,resolved,low,Late delivery,in_store,STR001,CUS00255,3.0,32.29,True,Northeast
TKT001497,2024-04-22 10:48:00,,2024-04-22 14:48:00,pending,critical,Online order issue,phone,STR016,CUS00355,,,,Northeast
TKT001498,2024-03-31 17:48:00,2024-04-01 18:09:06,2024-04-07 17:48:00,resolved,low,Staff conduct,email,STR023,CUS00156,5.0,24.35,True,Midwest
TKT001499,2024-08-18 13:12:00,2024-08-19 00:14:38,2024-08-18 17:12:00,resolved,critical,Store experience,in_store,STR015,CUS00295,1.0,11.04,False,West
TKT001500,2024-02-14 15:26:00,2024-02-16 02:51:28,2024-02-17 15:26:00,resolved,medium,Product defect,social,STR019,CUS00206,4.0,35.42,True,Southwest
TKT001501,2024-10-29 07:40:00,2024-11-03 19:53:14,2024-11-01 07:40:00,resolved,medium,Pricing dispute,phone,STR023,CUS00221,4.0,132.22,False,Midwest
TKT001502,2024-06-26 16:16:00,2024-06-27 01:50:28,2024-06-27 16:16:00,resolved,high,Pricing dispute,social,STR012,CUS00318,5.0,9.57,True,Southeast
TKT001503,2024-07-18 19:14:00,2024-07-24 19:42:04,2024-07-25 19:14:00,resolved,low,Late delivery,chat,STR006,CUS00465,4.0,144.47,True,Northeast
TKT001504,2024-12-19 09:08:00,2024-12-21 00:27:44,2024-12-20 09:08:00,resolved,high,Product defect,phone,STR001,CUS00054,2.0,39.33,False,Northeast
TKT001505,2024-12-12 07:23:00,2024-12-14 01:55:06,2024-12-15 07:23:00,resolved,medium,Staff conduct,email,STR023,CUS00030,4.0,42.54,True,Midwest
TKT001506,2024-07-18 11:50:00,2024-07-21 18:14:17,2024-07-25 11:50:00,resolved,low,Pricing dispute,phone,STR016,CUS00177,3.0,78.4,True,Northeast
TKT001507,2024-08-23 09:12:00,,2024-08-26 09:12:00,pending,medium,Staff conduct,email,STR021,CUS00140,,,,Northeast
TKT001508,2024-03-07 17:56:00,2024-03-08 19:39:08,2024-03-14 17:56:00,resolved,low,Staff conduct,in_store,STR020,CUS00442,4.0,25.72,True,West
TKT001509,2024-09-09 16:31:00,2024-09-15 22:49:41,2024-09-16 16:31:00,resolved,low,Refund request,email,STR002,CUS00425,3.0,150.31,True,Southeast
TKT001510,2024-06-28 15:05:00,,2024-07-01 15:05:00,pending,medium,Store experience,email,STR007,CUS00135,,,,Southeast
TKT001511,2024-04-20 14:03:00,2024-04-25 22:41:40,2024-04-27 14:03:00,resolved,low,Store experience,chat,STR015,CUS00070,4.0,128.64,True,West
TKT001512,2024-08-05 20:25:00,,2024-08-08 20:25:00,pending,medium,Refund request,phone,STR002,CUS00463,,,,Southeast
TKT001513,2024-09-14 15:35:00,2024-09-14 20:26:07,2024-09-15 15:35:00,resolved,high,Pricing dispute,phone,STR012,CUS00397,3.0,4.85,True,Southeast
TKT001514,2024-09-24 16:28:00,,2024-09-24 20:28:00,escalated,critical,Late delivery,chat,STR006,CUS00319,,,,Northeast
TKT001515,2024-03-21 07:23:00,,2024-03-28 07:23:00,escalated,low,Wrong item,chat,STR012,CUS00053,,,,Southeast
TKT001516,2024-07-26 07:12:00,2024-08-01 17:20:46,2024-08-02 07:12:00,resolved,low,Product defect,in_store,STR001,CUS00179,5.0,154.15,True,Northeast
TKT001517,2024-04-19 09:15:00,,2024-04-19 13:15:00,escalated,critical,Staff conduct,social,STR006,CUS00158,,,,Northeast
TKT001518,2024-11-03 07:44:00,2024-11-10 20:25:36,2024-11-06 07:44:00,resolved,medium,Late delivery,chat,STR019,CUS00028,1.0,180.69,False,Southwest
TKT001519,2024-10-15 09:30:00,2024-10-16 02:40:45,2024-10-16 09:30:00,resolved,high,Online order issue,chat,STR012,CUS00380,5.0,17.18,True,Southeast
TKT001520,2024-10-24 11:18:00,,2024-10-25 11:18:00,pending,high,Staff conduct,chat,STR004,CUS00250,,,,Southwest
TKT001521,2024-04-25 12:46:00,2024-04-28 17:05:58,2024-05-02 12:46:00,resolved,low,Refund request,chat,STR010,CUS00409,5.0,76.33,True,West
TKT001522,2024-11-06 15:08:00,2024-11-23 13:18:40,2024-11-13 15:08:00,resolved,low,Late delivery,chat,STR017,CUS00189,3.0,406.18,False,Southeast
TKT001523,2024-04-09 14:25:00,2024-04-11 13:04:27,2024-04-12 14:25:00,resolved,medium,Online order issue,phone,STR001,CUS00447,4.0,46.66,True,Northeast
TKT001524,2024-04-13 07:31:00,2024-04-13 12:09:42,2024-04-16 07:31:00,resolved,medium,Wrong item,social,STR018,CUS00324,5.0,4.65,True,Midwest
TKT001525,2024-07-28 10:50:00,,2024-08-04 10:50:00,pending,low,Pricing dispute,chat,STR018,CUS00410,,,,Midwest
TKT001526,2024-09-23 20:55:00,2024-09-23 23:15:19,2024-09-24 00:55:00,resolved,critical,Product defect,email,STR022,CUS00336,4.0,2.34,True,Southeast
TKT001527,2024-06-29 20:34:00,,2024-07-06 20:34:00,pending,low,Store experience,chat,STR003,CUS00404,,,,Midwest
TKT001528,2024-06-24 20:21:00,2024-06-27 00:18:58,2024-06-27 20:21:00,resolved,medium,Pricing dispute,email,STR014,CUS00158,5.0,51.97,True,Southwest
TKT001529,2024-08-18 20:18:00,,2024-08-25 20:18:00,escalated,low,Staff conduct,social,STR009,CUS00458,,,,Southwest
TKT001530,2024-02-24 15:26:00,2024-02-25 15:37:04,2024-02-27 15:26:00,resolved,medium,Product defect,email,STR014,CUS00132,5.0,24.18,True,Southwest
TKT001531,2024-08-25 08:22:00,2024-08-28 02:46:34,2024-09-01 08:22:00,resolved,low,Refund request,chat,STR011,CUS00026,3.0,66.41,True,Northeast
TKT001532,2024-10-21 16:19:00,2024-10-22 13:25:22,2024-10-24 16:19:00,resolved,medium,Staff conduct,chat,STR004,CUS00101,4.0,21.11,True,Southwest
TKT001533,2024-04-22 20:34:00,2024-04-25 00:52:06,2024-04-25 20:34:00,resolved,medium,Staff conduct,chat,STR016,CUS00119,4.0,52.3,True,Northeast
TKT001534,2024-01-20 18:50:00,2024-01-24 02:14:39,2024-01-23 18:50:00,closed_unresolved,medium,Store experience,social,STR012,CUS00237,2.0,79.41,False,Southeast
TKT001535,2024-08-18 18:48:00,2024-08-25 21:47:54,2024-08-21 18:48:00,closed_unresolved,medium,Store experience,email,STR021,CUS00175,2.0,171.0,False,Northeast
TKT001536,2024-10-28 13:39:00,,2024-11-04 13:39:00,escalated,low,Wrong item,email,STR002,CUS00373,,,,Southeast
TKT001537,2024-04-02 18:12:00,,2024-04-09 18:12:00,pending,low,Refund request,email,STR020,CUS00024,,,,West
TKT001538,2024-09-05 18:50:00,2024-09-06 09:37:21,2024-09-06 18:50:00,resolved,high,Store experience,chat,STR017,CUS00265,5.0,14.79,True,Southeast
TKT001539,2024-02-24 17:45:00,2024-02-26 05:07:50,2024-02-25 17:45:00,resolved,high,Online order issue,in_store,STR008,CUS00467,1.0,35.38,False,Midwest
TKT001540,2024-12-05 14:02:00,2024-12-09 06:35:20,2024-12-08 14:02:00,closed_unresolved,medium,Staff conduct,phone,STR006,CUS00215,3.0,88.56,False,Northeast
TKT001541,2024-05-17 15:40:00,,2024-05-18 15:40:00,pending,high,Refund request,email,STR002,CUS00397,,,,Southeast
TKT001542,2024-02-20 11:43:00,2024-02-21 13:22:02,2024-02-23 11:43:00,resolved,medium,Pricing dispute,social,STR009,CUS00052,4.0,25.65,True,Southwest
TKT001543,2024-08-31 16:58:00,2024-08-31 19:46:21,2024-09-01 16:58:00,resolved,high,Pricing dispute,email,STR010,CUS00348,4.0,2.81,True,West
TKT001544,2024-10-17 07:43:00,2024-10-22 13:12:36,2024-10-24 07:43:00,resolved,low,Refund request,chat,STR003,CUS00376,3.0,125.49,True,Midwest
TKT001545,2024-09-05 10:41:00,2024-09-07 14:49:42,2024-09-06 10:41:00,resolved,high,Late delivery,social,STR003,CUS00191,3.0,52.15,False,Midwest
TKT001546,2024-01-31 16:08:00,2024-02-02 18:33:27,2024-02-03 16:08:00,resolved,medium,Refund request,social,STR007,CUS00375,4.0,50.42,True,Southeast
TKT001547,2024-09-26 09:38:00,2024-10-04 13:46:50,2024-09-29 09:38:00,resolved,medium,Staff conduct,social,STR009,CUS00192,3.0,196.15,False,Southwest
TKT001548,2024-09-13 15:46:00,2024-09-14 03:31:53,2024-09-20 15:46:00,resolved,low,Late delivery,in_store,STR023,CUS00040,5.0,11.76,True,Midwest
TKT001549,2024-01-24 15:16:00,2024-01-24 22:10:53,2024-01-25 15:16:00,resolved,high,Online order issue,phone,STR003,CUS00426,5.0,6.91,True,Midwest
TKT001550,2024-08-14 20:15:00,,2024-08-17 20:15:00,escalated,medium,Online order issue,social,STR012,CUS00104,,,,Southeast
TKT001551,2024-01-22 12:13:00,2024-01-22 22:16:40,2024-01-25 12:13:00,resolved,medium,Store experience,chat,STR006,CUS00152,3.0,10.06,True,Northeast
TKT001552,2024-08-07 14:49:00,,2024-08-08 14:49:00,pending,high,Online order issue,phone,STR018,CUS00416,,,,Midwest
TKT001553,2024-08-10 16:42:00,2024-08-10 18:06:00,2024-08-13 16:42:00,resolved,medium,Staff conduct,chat,STR008,CUS00240,5.0,1.4,True,Midwest
TKT001554,2024-02-26 10:54:00,2024-03-02 00:03:35,2024-03-04 10:54:00,resolved,low,Staff conduct,in_store,STR010,CUS00208,3.0,109.16,True,West
TKT001555,2024-03-19 09:05:00,2024-03-20 18:20:33,2024-03-22 09:05:00,resolved,medium,Online order issue,social,STR003,CUS00063,4.0,33.26,True,Midwest
TKT001556,2024-09-17 09:00:00,,2024-09-20 09:00:00,pending,medium,Pricing dispute,phone,STR015,CUS00169,,,,West
TKT001557,2024-02-19 19:44:00,2024-02-20 01:21:20,2024-02-20 19:44:00,resolved,high,Wrong item,in_store,STR012,CUS00236,4.0,5.62,True,Southeast
TKT001558,2024-11-18 19:19:00,2024-11-21 06:51:18,2024-11-21 19:19:00,resolved,medium,Wrong item,social,STR011,CUS00349,3.0,59.54,True,Northeast
TKT001559,2024-11-26 11:26:00,2024-12-04 07:26:36,2024-11-29 11:26:00,resolved,medium,Store experience,chat,STR002,CUS00488,3.0,188.01,False,Southeast
TKT001560,2024-06-29 10:10:00,2024-07-14 05:29:02,2024-07-06 10:10:00,closed_unresolved,low,Product defect,email,STR013,CUS00490,1.0,355.32,False,Midwest
TKT001561,2024-01-02 11:03:00,2024-01-08 11:41:47,2024-01-09 11:03:00,resolved,low,Wrong item,phone,STR013,CUS00246,4.0,144.65,True,Midwest
TKT001562,2024-10-28 17:23:00,2024-10-30 15:28:22,2024-11-04 17:23:00,resolved,low,Pricing dispute,chat,STR006,CUS00064,3.0,46.09,True,Northeast
TKT001563,2024-01-04 18:14:00,2024-01-09 04:45:56,2024-01-11 18:14:00,resolved,low,Product defect,in_store,STR018,CUS00198,4.0,106.53,True,Midwest
TKT001564,2024-03-02 19:28:00,2024-03-06 22:12:05,2024-03-09 19:28:00,resolved,low,Product defect,email,STR019,CUS00032,4.0,98.73,True,Southwest
TKT001565,2024-04-19 10:53:00,2024-04-20 12:18:24,2024-04-22 10:53:00,resolved,medium,Wrong item,email,STR016,CUS00431,5.0,25.42,True,Northeast
TKT001566,2024-11-23 10:28:00,2024-11-28 21:11:53,2024-11-26 10:28:00,resolved,medium,Wrong item,chat,STR001,CUS00366,1.0,130.73,False,Northeast
TKT001567,2024-12-18 16:58:00,2024-12-23 20:22:10,2024-12-25 16:58:00,resolved,low,Online order issue,email,STR007,CUS00278,5.0,123.4,True,Southeast
TKT001568,2024-09-24 16:29:00,2024-09-28 20:47:25,2024-09-27 16:29:00,resolved,medium,Store experience,chat,STR004,CUS00364,2.0,100.31,False,Southwest
TKT001569,2024-12-22 10:11:00,2024-12-27 02:25:17,2024-12-29 10:11:00,resolved,low,Pricing dispute,social,STR004,CUS00041,5.0,112.24,True,Southwest
TKT001570,2024-05-31 07:49:00,2024-06-02 22:52:53,2024-06-03 07:49:00,resolved,medium,Staff conduct,social,STR007,CUS00300,4.0,63.06,True,Southeast
TKT001571,2024-07-25 20:11:00,2024-08-02 03:53:24,2024-07-28 20:11:00,resolved,medium,Staff conduct,in_store,STR002,CUS00405,2.0,175.71,False,Southeast
TKT001572,2024-07-21 16:17:00,2024-07-22 07:35:54,2024-07-22 16:17:00,resolved,high,Staff conduct,social,STR014,CUS00236,3.0,15.32,True,Southwest
TKT001573,2024-02-14 15:18:00,2024-02-15 23:31:22,2024-02-17 15:18:00,resolved,medium,Late delivery,chat,STR004,CUS00377,5.0,32.22,True,Southwest
TKT001574,2024-03-26 08:01:00,2024-03-28 11:22:26,2024-03-29 08:01:00,resolved,medium,Wrong item,phone,STR007,CUS00001,5.0,51.36,True,Southeast
TKT001575,2024-03-11 13:17:00,2024-03-20 09:19:43,2024-03-18 13:17:00,resolved,low,Store experience,social,STR010,CUS00344,3.0,212.05,False,West
TKT001576,2024-12-06 14:55:00,2024-12-06 21:18:12,2024-12-09 14:55:00,resolved,medium,Pricing dispute,email,STR008,CUS00400,5.0,6.39,True,Midwest
TKT001577,2024-02-01 15:40:00,2024-02-04 23:21:13,2024-02-08 15:40:00,resolved,low,Late delivery,email,STR019,CUS00104,4.0,79.69,True,Southwest
TKT001578,2024-10-19 10:55:00,2024-10-20 20:32:20,2024-10-20 10:55:00,resolved,high,Online order issue,chat,STR009,CUS00008,3.0,33.62,False,Southwest
TKT001579,2024-04-14 20:29:00,2024-04-18 20:59:00,2024-04-21 20:29:00,resolved,low,Pricing dispute,in_store,STR017,CUS00047,4.0,96.5,True,Southeast
TKT001580,2024-07-30 14:47:00,2024-08-06 04:58:07,2024-08-02 14:47:00,resolved,medium,Store experience,email,STR004,CUS00426,4.0,158.19,False,Southwest
TKT001581,2024-07-14 07:06:00,2024-07-17 00:52:38,2024-07-21 07:06:00,resolved,low,Online order issue,chat,STR020,CUS00362,4.0,65.78,True,West
TKT001582,2024-04-19 07:36:00,2024-04-25 21:41:31,2024-04-26 07:36:00,resolved,low,Refund request,email,STR019,CUS00495,4.0,158.09,True,Southwest
TKT001583,2024-04-28 19:50:00,2024-05-01 04:57:36,2024-05-01 19:50:00,resolved,medium,Pricing dispute,phone,STR016,CUS00103,5.0,57.13,True,Northeast
TKT001584,2024-04-10 20:53:00,2024-04-11 13:07:58,2024-04-11 20:53:00,resolved,high,Wrong item,email,STR014,CUS00126,4.0,16.25,True,Southwest
TKT001585,2024-05-12 11:09:00,2024-05-15 04:58:56,2024-05-19 11:09:00,resolved,low,Refund request,in_store,STR013,CUS00123,5.0,65.83,True,Midwest
TKT001586,2024-01-26 11:41:00,2024-02-01 16:48:30,2024-02-02 11:41:00,resolved,low,Online order issue,social,STR009,CUS00351,3.0,149.13,True,Southwest
TKT001587,2024-09-03 12:26:00,2024-09-08 04:07:06,2024-09-06 12:26:00,resolved,medium,Staff conduct,email,STR021,CUS00172,4.0,111.69,False,Northeast
TKT001588,2024-12-06 15:18:00,2024-12-09 09:10:17,2024-12-09 15:18:00,resolved,medium,Pricing dispute,in_store,STR007,CUS00147,4.0,65.87,True,Southeast
TKT001589,2024-09-10 08:11:00,2024-09-13 03:43:19,2024-09-13 08:11:00,resolved,medium,Online order issue,social,STR007,CUS00131,4.0,67.54,True,Southeast
TKT001590,2024-01-13 14:41:00,2024-01-29 20:11:15,2024-01-20 14:41:00,resolved,low,Refund request,email,STR013,CUS00032,3.0,389.5,False,Midwest
TKT001591,2024-03-03 16:13:00,2024-03-18 08:01:35,2024-03-10 16:13:00,resolved,low,Online order issue,phone,STR022,CUS00304,2.0,351.81,False,Southeast
TKT001592,2024-05-24 07:38:00,2024-05-25 17:32:27,2024-05-31 07:38:00,resolved,low,Staff conduct,social,STR010,CUS00296,5.0,33.91,True,West
TKT001593,2024-09-30 13:15:00,2024-10-02 15:50:26,2024-10-03 13:15:00,resolved,medium,Wrong item,in_store,STR009,CUS00133,4.0,50.59,True,Southwest
TKT001594,2024-05-02 08:13:00,2024-05-07 22:34:06,2024-05-09 08:13:00,resolved,low,Store experience,email,STR010,CUS00279,5.0,134.35,True,West
TKT001595,2024-01-22 16:07:00,2024-01-23 00:16:16,2024-01-25 16:07:00,resolved,medium,Staff conduct,phone,STR002,CUS00174,4.0,8.15,True,Southeast
TKT001596,2024-08-07 07:32:00,2024-08-07 22:50:24,2024-08-08 07:32:00,resolved,high,Wrong item,social,STR008,CUS00208,5.0,15.31,True,Midwest
TKT001597,2024-07-12 08:20:00,2024-07-28 01:30:36,2024-07-19 08:20:00,resolved,low,Product defect,in_store,STR015,CUS00089,3.0,377.18,False,West
TKT001598,2024-11-06 10:47:00,2024-11-08 07:12:32,2024-11-13 10:47:00,resolved,low,Wrong item,social,STR009,CUS00208,3.0,44.43,True,Southwest
TKT001599,2024-02-08 10:49:00,2024-02-13 02:25:52,2024-02-15 10:49:00,resolved,low,Staff conduct,in_store,STR001,CUS00221,5.0,111.61,True,Northeast
TKT001600,2024-01-23 18:55:00,2024-01-28 00:17:02,2024-01-26 18:55:00,resolved,medium,Pricing dispute,in_store,STR023,CUS00211,4.0,101.37,False,Midwest
TKT001601,2024-12-29 20:44:00,2025-01-01 01:30:52,2024-12-30 20:44:00,resolved,high,Refund request,chat,STR021,CUS00422,1.0,52.78,False,Northeast
TKT001602,2024-03-20 09:55:00,2024-03-21 15:01:41,2024-03-23 09:55:00,resolved,medium,Store experience,in_store,STR016,CUS00306,4.0,29.11,True,Northeast
TKT001603,2024-07-22 08:23:00,2024-07-22 12:26:08,2024-07-29 08:23:00,resolved,low,Wrong item,in_store,STR011,CUS00107,4.0,4.05,True,Northeast
TKT001604,2024-07-17 12:03:00,2024-07-17 12:40:58,2024-07-20 12:03:00,resolved,medium,Store experience,phone,STR007,CUS00066,4.0,0.63,True,Southeast
TKT001605,2024-06-19 20:19:00,2024-06-20 09:48:51,2024-06-20 20:19:00,resolved,high,Late delivery,phone,STR013,CUS00174,4.0,13.5,True,Midwest
TKT001606,2024-10-16 16:00:00,2024-10-17 05:40:56,2024-10-17 16:00:00,resolved,high,Product defect,in_store,STR013,CUS00369,5.0,13.68,True,Midwest
TKT001607,2024-12-11 09:51:00,2024-12-16 03:26:38,2024-12-18 09:51:00,resolved,low,Pricing dispute,social,STR001,CUS00017,5.0,113.59,True,Northeast
TKT001608,2024-10-05 20:49:00,2024-10-06 01:27:10,2024-10-06 20:49:00,resolved,high,Wrong item,in_store,STR019,CUS00444,4.0,4.64,True,Southwest
TKT001609,2024-04-29 14:32:00,2024-04-30 21:17:09,2024-05-02 14:32:00,resolved,medium,Refund request,chat,STR021,CUS00424,5.0,30.75,True,Northeast
TKT001610,2024-09-24 16:21:00,2024-09-26 16:04:56,2024-09-25 16:21:00,resolved,high,Pricing dispute,in_store,STR017,CUS00346,3.0,47.73,False,Southeast
TKT001611,2024-01-19 08:02:00,,2024-01-22 08:02:00,pending,medium,Refund request,in_store,STR018,CUS00167,,,,Midwest
TKT001612,2024-08-11 09:43:00,2024-08-11 17:57:40,2024-08-11 13:43:00,resolved,critical,Late delivery,social,STR018,CUS00484,3.0,8.24,False,Midwest
TKT001613,2024-11-26 13:56:00,,2024-11-29 13:56:00,escalated,medium,Wrong item,phone,STR001,CUS00052,,,,Northeast
TKT001614,2024-01-09 20:52:00,2024-01-15 22:18:46,2024-01-16 20:52:00,resolved,low,Online order issue,phone,STR016,CUS00200,5.0,145.45,True,Northeast
TKT001615,2024-04-26 13:02:00,,2024-05-03 13:02:00,pending,low,Staff conduct,social,STR019,CUS00042,,,,Southwest
TKT001616,2024-01-11 19:22:00,,2024-01-18 19:22:00,pending,low,Online order issue,chat,STR010,CUS00083,,,,West
TKT001617,2024-10-03 13:23:00,2024-10-05 04:42:18,2024-10-06 13:23:00,resolved,medium,Wrong item,phone,STR006,CUS00461,4.0,39.32,True,Northeast
TKT001618,2024-05-26 17:54:00,,2024-05-27 17:54:00,pending,high,Store experience,chat,STR021,CUS00415,,,,Northeast
TKT001619,2024-09-01 18:03:00,,2024-09-01 22:03:00,pending,critical,Staff conduct,email,STR019,CUS00128,,,,Southwest
TKT001620,2024-12-19 12:33:00,2024-12-22 07:29:06,2024-12-22 12:33:00,resolved,medium,Pricing dispute,chat,STR005,CUS00122,4.0,66.94,True,West
TKT001621,2024-05-13 20:10:00,2024-05-15 12:47:40,2024-05-14 20:10:00,closed_unresolved,high,Late delivery,phone,STR006,CUS00044,2.0,40.63,False,Northeast
TKT001622,2024-04-17 18:45:00,2024-04-20 03:31:39,2024-04-20 18:45:00,resolved,medium,Staff conduct,in_store,STR023,CUS00240,5.0,56.78,True,Midwest
TKT001623,2024-04-26 11:54:00,2024-04-29 17:14:25,2024-05-03 11:54:00,resolved,low,Refund request,email,STR009,CUS00431,4.0,77.34,True,Southwest
TKT001624,2024-09-07 15:40:00,,2024-09-08 15:40:00,pending,high,Store experience,email,STR009,CUS00479,,,,Southwest
TKT001625,2024-10-24 20:47:00,2024-10-25 01:22:15,2024-10-27 20:47:00,resolved,medium,Online order issue,social,STR003,CUS00405,5.0,4.59,True,Midwest
TKT001626,2024-10-11 08:24:00,2024-10-13 14:08:01,2024-10-14 08:24:00,resolved,medium,Late delivery,social,STR012,CUS00430,4.0,53.73,True,Southeast
TKT001627,2024-09-20 11:08:00,2024-09-22 02:39:01,2024-09-21 11:08:00,resolved,high,Wrong item,phone,STR002,CUS00190,1.0,39.52,False,Southeast
TKT001628,2024-04-04 20:31:00,,2024-04-07 20:31:00,escalated,medium,Store experience,in_store,STR004,CUS00480,,,,Southwest
